supertype_color,class_color,class_label,subclass_color,subclass_label,supertype_label,value,class_bigwig,subclass_bigwig,supertype_bigwig
#3D65CC,#FA0087,IT-ET Glut,#0F6632,L2 IT PPP-APr Glut,L2 IT PPP-APr Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/IT_ET_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L2_IT_PPP_APr_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L2_IT_PPP_APr_Glut_4.bw
#998D2E,#FA0087,IT-ET Glut,#FFF226,L4 RSP-ACA Glut,L4 RSP-ACA Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/IT_ET_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L4_RSP_ACA_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L4_RSP_ACA_Glut_1.bw
#5A0099,#FA0087,IT-ET Glut,#99A2FF,L5 ET CTX Glut,L5 ET CTX Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/IT_ET_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L5_ET_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L5_ET_CTX_Glut_1.bw
#FF2200,#FA0087,IT-ET Glut,#99A2FF,L5 ET CTX Glut,L5 ET CTX Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/IT_ET_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L5_ET_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L5_ET_CTX_Glut_2.bw
#5CCCB1,#FA0087,IT-ET Glut,#99A2FF,L5 ET CTX Glut,L5 ET CTX Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/IT_ET_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L5_ET_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L5_ET_CTX_Glut_3.bw
#99522E,#FA0087,IT-ET Glut,#99A2FF,L5 ET CTX Glut,L5 ET CTX Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/IT_ET_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L5_ET_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L5_ET_CTX_Glut_4.bw
#B34DFF,#FA0087,IT-ET Glut,#99A2FF,L5 ET CTX Glut,L5 ET CTX Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/IT_ET_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L5_ET_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L5_ET_CTX_Glut_5.bw
#66400F,#FA0087,IT-ET Glut,#99A2FF,L5 ET CTX Glut,L5 ET CTX Glut_6,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/IT_ET_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L5_ET_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L5_ET_CTX_Glut_6.bw
#602E66,#FA0087,IT-ET Glut,#FF9999,SUB-ProS Glut,SUB-ProS Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/IT_ET_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SUB_ProS_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SUB_ProS_Glut_1.bw
#5C60CC,#FA0087,IT-ET Glut,#FF9999,SUB-ProS Glut,SUB-ProS Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/IT_ET_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SUB_ProS_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SUB_ProS_Glut_2.bw
#2F2E66,#FA0087,IT-ET Glut,#FF9999,SUB-ProS Glut,SUB-ProS Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/IT_ET_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SUB_ProS_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SUB_ProS_Glut_3.bw
#CC1F30,#FA0087,IT-ET Glut,#6B995C,L5 PPP Glut,L5 PPP Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/IT_ET_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L5_PPP_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L5_PPP_Glut_1.bw
#662E99,#FA0087,IT-ET Glut,#FF7391,CA2-FC-IG Glut,CA2-FC-IG Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/IT_ET_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CA2_FC_IG_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CA2_FC_IG_Glut_1.bw
#661F20,#FA0087,IT-ET Glut,#FF7391,CA2-FC-IG Glut,CA2-FC-IG Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/IT_ET_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CA2_FC_IG_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CA2_FC_IG_Glut_2.bw
#7D5CCC,#FA0087,IT-ET Glut,#FFD573,NLOT Rho Glut,NLOT Rho Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/IT_ET_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NLOT_Rho_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NLOT_Rho_Glut_1.bw
#82CC5C,#61e2a4,NP-CT-L6b Glut,#CC827A,L6b EPd Glut,L6b EPd Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L6b_EPd_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L6b_EPd_Glut_1.bw
#994547,#61e2a4,NP-CT-L6b Glut,#CC827A,L6b EPd Glut,L6b EPd Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L6b_EPd_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L6b_EPd_Glut_2.bw
#81CC3D,#61e2a4,NP-CT-L6b Glut,#CC827A,L6b EPd Glut,L6b EPd Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L6b_EPd_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L6b_EPd_Glut_3.bw
#5C9979,#61e2a4,NP-CT-L6b Glut,#9EFF99,L6b CTX Glut,L6b CTX Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L6b_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L6b_CTX_Glut_1.bw
#66533D,#61e2a4,NP-CT-L6b Glut,#9EFF99,L6b CTX Glut,L6b CTX Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L6b_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L6b_CTX_Glut_2.bw
#5C9986,#61e2a4,NP-CT-L6b Glut,#9EFF99,L6b CTX Glut,L6b CTX Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L6b_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L6b_CTX_Glut_3.bw
#00FFE1,#61e2a4,NP-CT-L6b Glut,#9EFF99,L6b CTX Glut,L6b CTX Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L6b_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L6b_CTX_Glut_4.bw
#CC3D77,#61e2a4,NP-CT-L6b Glut,#34661F,L6 CT CTX Glut,L6 CT CTX Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L6_CT_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L6_CT_CTX_Glut_1.bw
#3DCC96,#61e2a4,NP-CT-L6b Glut,#34661F,L6 CT CTX Glut,L6 CT CTX Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L6_CT_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L6_CT_CTX_Glut_2.bw
#49660F,#61e2a4,NP-CT-L6b Glut,#34661F,L6 CT CTX Glut,L6 CT CTX Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L6_CT_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L6_CT_CTX_Glut_3.bw
#3E662E,#61e2a4,NP-CT-L6b Glut,#34661F,L6 CT CTX Glut,L6 CT CTX Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L6_CT_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L6_CT_CTX_Glut_4.bw
#00FFFD,#61e2a4,NP-CT-L6b Glut,#34661F,L6 CT CTX Glut,L6 CT CTX Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L6_CT_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L6_CT_CTX_Glut_5.bw
#1F52CC,#61e2a4,NP-CT-L6b Glut,#34661F,L6 CT CTX Glut,L6 CT CTX Glut_6,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L6_CT_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L6_CT_CTX_Glut_6.bw
#662D0F,#61e2a4,NP-CT-L6b Glut,#440066,CT SUB Glut,CT SUB Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CT_SUB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CT_SUB_Glut_1.bw
#009BCC,#61e2a4,NP-CT-L6b Glut,#440066,CT SUB Glut,CT SUB Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CT_SUB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CT_SUB_Glut_2.bw
#26FF73,#61e2a4,NP-CT-L6b Glut,#7B7ACC,L5 NP CTX Glut,L5 NP CTX Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L5_NP_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L5_NP_CTX_Glut_1.bw
#935C99,#61e2a4,NP-CT-L6b Glut,#7B7ACC,L5 NP CTX Glut,L5 NP CTX Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L5_NP_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L5_NP_CTX_Glut_2.bw
#662E53,#61e2a4,NP-CT-L6b Glut,#7B7ACC,L5 NP CTX Glut,L5 NP CTX Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L5_NP_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L5_NP_CTX_Glut_3.bw
#54661F,#61e2a4,NP-CT-L6b Glut,#7B7ACC,L5 NP CTX Glut,L5 NP CTX Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L5_NP_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L5_NP_CTX_Glut_4.bw
#FF73DB,#61e2a4,NP-CT-L6b Glut,#7B7ACC,L5 NP CTX Glut,L5 NP CTX Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/L5_NP_CTX_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/L5_NP_CTX_Glut_5.bw
#006614,#61e2a4,NP-CT-L6b Glut,#99CAFF,NP SUB Glut,NP SUB Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NP_SUB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NP_SUB_Glut_1.bw
#CC9A5C,#61e2a4,NP-CT-L6b Glut,#99CAFF,NP SUB Glut,NP SUB Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NP_SUB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NP_SUB_Glut_2.bw
#574599,#61e2a4,NP-CT-L6b Glut,#B8FF26,NP PPP Glut,NP PPP Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/NP_CT_L6b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NP_PPP_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NP_PPP_Glut_1.bw
#F573FF,#16f2f2,DG-IMN Glut,#CC2400,DG Glut,DG Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/DG_IMN_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/DG_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/DG_Glut_1.bw
#FF9999,#16f2f2,DG-IMN Glut,#CC2400,DG Glut,DG Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/DG_IMN_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/DG_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/DG_Glut_2.bw
#FF7726,#16f2f2,DG-IMN Glut,#CC2400,DG Glut,DG Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/DG_IMN_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/DG_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/DG_Glut_3.bw
#643DCC,#16f2f2,DG-IMN Glut,#CC2400,DG Glut,DG Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/DG_IMN_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/DG_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/DG_Glut_4.bw
#389917,#16f2f2,DG-IMN Glut,#3D53CC,DG-PIR Ex IMN,DG-PIR Ex IMN_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/DG_IMN_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/DG_PIR_Ex_IMN.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/DG_PIR_Ex_IMN_1.bw
#CC7A3D,#16f2f2,DG-IMN Glut,#3D53CC,DG-PIR Ex IMN,DG-PIR Ex IMN_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/DG_IMN_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/DG_PIR_Ex_IMN.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/DG_PIR_Ex_IMN_2.bw
#FFBF26,#16f2f2,DG-IMN Glut,#3D53CC,DG-PIR Ex IMN,DG-PIR Ex IMN_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/DG_IMN_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/DG_PIR_Ex_IMN.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/DG_PIR_Ex_IMN_3.bw
#EE4DFF,#B199FF,LSX GABA,#006649,LSX Sall3 Pax6 Gaba,LSX Sall3 Pax6 Gaba_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/LSX_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/LSX_Sall3_Pax6_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/LSX_Sall3_Pax6_Gaba_1.bw
#984599,#B199FF,LSX GABA,#006649,LSX Sall3 Pax6 Gaba,LSX Sall3 Pax6 Gaba_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/LSX_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/LSX_Sall3_Pax6_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/LSX_Sall3_Pax6_Gaba_2.bw
